"Rank","Colors","CMC","Name","Rarity","Type","Card Kingdom","TCGPlayer","Face to Face","Cardmarket","Cardhoarder","Salt","Decks"
"25","B,G,U","6","Muldrotha, the Gravetide","mythic","Creature","3.49","3.4","3.55","2.69","0.02","0.903921568627451","20598"
"26","U,B","4","Wilhelt, the Rotcleaver","mythic","Creature","8.99","8.46","9.26","0.57","3.63","0.5185185185185185","20361"
"27","R,G,W,U","4","Aragorn, the Uniter","mythic","Creature","5.49","4.79","6.41","4.95","0.02","0.7543859649122807","20353"
"28","W,B","2","Frodo, Adventurous Hobbit // Sam, Loyal Attendant","mythic","Creature","0.99","0.35","0.71","0.34","1.2","0.4155844155844156","20165"
"29","G,U,R","3","Animar, Soul of Elements","mythic","Creature","13.99","11.14","12.1","8.19","0.07","1.0454545454545454","20091"
"30","","6","Zhulodok, Void Gorger","mythic","Creature","32.99","32.99","35.6","28.06","3.98","1.3677758318739053","19752"
"31","G,W,U","4","Arcades, the Strategist","mythic","Creature","2.29","2.15","1.77","1.39","0.02","0.8235294117647058","19748"
"32","W,U","4","Shorikai, Genesis Engine","mythic","Artifact","3.99","3","4.27","2.98","6.43","0.5736040609137057","19684"
"33","U,R","3","Vivi Ornitier","mythic","Creature","39.99","35","39.21","28.87","4.46","2.807486631016043","19585"
"34","R,G,W","4","Rin and Seri, Inseparable","mythic","Creature","11.99","14.09","35.6","1.52","0.02","0.5","19286"
"35","W,B,G","4","The Necrobloom","rare","Creature","0.49","0.35","0.53","0.23","0.02","0.6494845360824741","19273"
"36","B,R","4","Valgavoth, Harrower of Souls","mythic","Creature","14.99","10.77","17.11","17.53","0.24","0.7624999999999998","19228"
"37","R,W,B","3","Mr. House, President and CEO","mythic","Creature","0.99","0.59","1.06","1.72","2.42","0.8846153846153846","19173"
"38","B,G,U","4","Teval, the Balanced Scale","mythic","Creature","5.99","7.23","6.41","4.68","undefined","0.6049382716049383","19022"
"39","R,G,W","5","Voja, Jaws of the Conclave","mythic","Creature","10.99","8.42","9.25","undefined","undefined","1.6849593495934956","19004"
"40","B,G","4","Meren of Clan Nel Toth","mythic","Creature","1.79","1.1","1.77","0.7","1.39","0.7395209580838322","18520"
"41","W,B","4","Teysa Karlov","rare","Creature","2.49","1.25","2.49","0.77","0.02","0.534031413612566","18179"
"42","U,R","3","Ghyrson Starn, Kelermorph","rare","Creature","42.99","36.99","39.17","27.38","9.99","1.1089494163424138","18175"
"43","R,W,B","4","Caesar, Legion's Emperor","mythic","Creature","3.99","2.79","4.27","7.31","undefined","0.4824561403508771","18069"
"44","W,U,B,R","4","Breya, Etherium Shaper","mythic","Creature","0.99","0.5","0.71","0.44","0.02","0.23529411764705882","18055"
"45","R,G","3","Bello, Bard of the Brambles","mythic","Creature","1.49","1.35","1.42","6.61","undefined","0.6","17718"
"46","W,U,B","2","Hashaton, Scarab's Fist","mythic","Creature","0.99","1.21","1.06","1.31","3.2","0.6736111111111112","17678"
"47","W,B","3","Eriette of the Charmed Apple","mythic","Creature","2.79","1.01","2.49","1.75","0.03","0.4897959183673469","17579"
"48","B,R,G","5","Korvold, Fae-Cursed King","mythic","Creature","1.79","1.25","1.42","2.27","0.02","1.6494156928213697","17468"
"49","B","7","K'rrik, Son of Yawgmoth","rare","Creature","1.79","0.89","1.42","0.55","0.02","1.2813333333333332","17433"
"50","W,U,B,R,G","5","Tom Bombadil","mythic","Creature","4.49","3.44","4.27","3.27","0.02","0.42857142857142855","17411"
"51","R,G,W","4","Atla Palani, Nest Tender","mythic","Creature","0.79","0.95","0.71","0.34","0.23","0.5517241379310345","17392"
"52","G,U,R","3","Flubs, the Fool","mythic","Creature","1.99","2.79","2.13","0.57","5.11","0.5555555555555556","17097"
"53","B,R,G","3","Henzie ""Toolbox"" Torre","mythic","Creature","0.99","0.59","1.06","0.06","4.44","0.6875","16895"
"54","W,U,B,R,G","4","Go-Shintai of Life's Origin","mythic","Creature","4.99","5","4.98","5.43","14.64","0.5549132947976877","16861"
"55","U,B,R","4","Obeka, Splitter of Seconds","rare","Creature","0.49","0.3","0.35","0.27","0.02","0.6129032258064518","16788"
"56","W,U,B","6","Oloro, Ageless Ascetic","mythic","Creature","11.99","13.73","12.83","10.19","0.03","1.138636363636365","16657"
"57","U","4","Urza, Lord High Artificer","mythic","Creature","16.99","13.91","17.09","9.47","0.37","2.3114543114543133","16529"
"58","W,U,B","4","Sidar Jabari of Zhalfir","mythic","Creature","0.99","0.5","0.71","0.39","2.03","0.6301652892561981","16246"
"59","U,R","6","Niv-Mizzet, Parun","rare","Creature","5.49","4.04","5.69","1.3","0.02","1.2683246073298424","16214"
"60","G,U,R","5","Xyris, the Writhing Storm","mythic","Creature","0.99","1.19","1.06","0.43","0.9","0.5000000000000001","16134"
"61","R,G,W,U","4","Omnath, Locus of Creation","mythic","Creature","2.99","3.31","2.85","2.89","0.71","1.0219298245614037","16120"
"62","G,U","2","Kinnan, Bonder Prodigy","mythic","Creature","16.99","13.3","16.37","8.93","0.03","2.1463087248322186","15963"
"63","B,G,U","4","Zaxara, the Exemplary","mythic","Creature","0.99","1.18","1.06","0.58","3.39","0.4117647058823529","15842"
"64","G,W,U,B","7","Atraxa, Grand Unifier","mythic","Creature","17.99","12.53","16.39","15.35","11.97","1.5545286506469504","15769"
"65","B,G","5","Ygra, Eater of All","mythic","Creature","10.99","7.89","10.68","5.99","0.43","0.9285714285714286","15760"
"66","W,U,B","6","Urza, Chief Artificer","mythic","Creature","0.99","1.33","1.06","1.13","2.33","0.6896551724137933","15739"
"67","W,U,B,R,G","5","The First Sliver","mythic","Creature","32.99","29.79","35.65","19.44","0.02","1.66078431372549","15660"
"68","W,U,B,R,G","2","Ezio Auditore da Firenze","mythic","Creature","6.99","3.81","6.41","6.32","0.02","0.6153846153846155","15599"
"69","B,G,U","3","Glarb, Calamity's Augur","mythic","Creature","4.99","4.21","4.98","3.97","0.06","0.3636363636363637","15558"
"70","W,U,B,R,G","3","Sisay, Weatherlight Captain","rare","Creature","1.79","1.99","1.78","1.17","0.02","0.9832089552238806","15286"
"71","U,B","5","Captain N'ghathrod","mythic","Creature","6.99","7.8","7.12","0.33","2.98","0.6000000000000002","15131"
"72","W,U,B,R,G","3","Urtet, Remnant of Memnarch","mythic","Creature","2.99","2.18","2.49","1.97","8.8","0.4666666666666667","15039"
"73","R,W,B","4","Queen Marchesa","rare","Creature","0.99","0.52","1.06","0.44","1.59","0.3655913978494624","15008"
"74","U,B","4","Alela, Cunning Conqueror","mythic","Creature","10.99","8.03","11.39","4.91","2.98","0.8035714285714286","14641"
"75","R","2","Magda, Brazen Outlaw","rare","Creature","2.29","1.47","1.42","0.78","0.02","0.8233532934131736","14618"
"76","R,W","2","Arabella, Abandoned Doll","uncommon","Creature","0.59","0.38","0.71","0.31","0.03","0.5454545454545453","14607"
"77","B","3","Sephiroth, Fabled SOLDIER","mythic","Creature","42.99","35.32","42.78","36.94","2.22","1.4278350515463911","14510"
"78","U,B,R","5","Kefka, Court Mage","mythic","Creature","7.99","7.79","8.55","5.46","0.03","1.223214285714286","14462"
"79","G,W,U","5","Galadriel, Light of Valinor","mythic","Creature","22.99","14.48","20.65","13.92","1.12","0.5633802816901409","14084"
"80","W,U,B","4","Alela, Artful Provocateur","mythic","Creature","0.99","0.49","0.71","0.3","0.02","0.4999999999999998","14054"
"81","W,U,B","5","Marneus Calgar","mythic","Creature","10.99","11.64","11.39","3.72","undefined","0.8688524590163934","13907"
"82","U,R","3","Stella Lee, Wild Card","mythic","Creature","4.99","6.38","4.27","2.5","5.2","0.9811320754716986","13827"
"83","R,G,W","5","Cloud, Ex-SOLDIER","mythic","Creature","0.99","0.83","1.06","1.08","1.32","0.7021276595744682","13824"
"84","G,U","6","Aesi, Tyrant of Gyre Strait","mythic","Creature","11.99","9.85","17.8","10.9","18.21","1.126162018592299","13430"
"85","W,U,B,R,G","5","Omnath, Locus of All","rare","Creature","0.49","0.43","0.35","0.13","0.02","0.5294117647058825","13430"
"86","U,R,W","3","Zinnia, Valley's Voice","mythic","Creature","0.99","0.35","0.71","0.75","undefined","0.7333333333333333","13398"
"87","W,U,B","4","Zur the Enchanter","rare","Creature","0.99","0.55","1.06","0.37","0.02","1.1627486437613022","13353"
"88","U,B,R","6","Be'lakor, the Dark Master","mythic","Creature","2.49","2.92","2.49","4.73","undefined","0.23809523809523808","13313"
"89","R,G","3","Tovolar, Dire Overlord","rare","Creature","0.99","0.69","1.06","0.46","0.02","0.375","13310"
"90","W,U,B","4","Aminatou, Veil Piercer","mythic","Creature","0.99","0.5","1.06","0.56","undefined","0.43478260869565216","12828"
"91","B,R","4","Prosper, Tome-Bound","mythic","Creature","7.99","6.21","8.55","10.28","7.72","0.8202054794520551","12813"
"92","W,B,G","5","Anikthea, Hand of Erebos","mythic","Creature","4.49","5.28","4.98","3.16","1.69","0.38596491228070173","12684"
"93","G,U,R","4","Magus Lucea Kane","mythic","Creature","2.99","1.93","3.2","3.98","undefined","0.5555555555555556","12590"
"94","W,U,B,R,G","7","Morophon, the Boundless","mythic","Creature","5.99","6.11","6.41","3.54","0.02","0.6666666666666662","12548"
"95","G,W,U","3","Helga, Skittish Seer","mythic","Creature","4.49","3.29","4.98","2.39","0.25","0.27586206896551724","12489"
"96","G,W","2","Sythis, Harvest's Hand","rare","Creature","3.49","3.03","2.85","2.19","0.02","0.9657794676806084","12425"
"97","R","4","Ojer Axonil, Deepest Might","mythic","Creature","17.99","17.9","17.8","12.44","0.54","0.7322834645669294","12418"
"98","G","2","Fynn, the Fangbearer","uncommon","Creature","0.35","0.25","0.21","0.11","0.03","1.15","12410"
"99","W,U,B,R,G","3","Najeela, the Blade-Blossom","mythic","Creature","9.49","9.83","7.12","3.42","0.39","1.2899786780383804","12408"
"100","W,U,B","6","Tivit, Seller of Secrets","mythic","Creature","3.49","3","3.55","2.65","13.73","1.2500000000000007","12389"
"101","U,B","3","Satoru Umezawa","rare","Creature","0.79","0.5","0.53","0.25","0.02","0.8","12321"
"102","B,G","6","Shelob, Child of Ungoliant","rare","Creature","3.49","4.81","3.2","0.54","0.02","0.4","12315"
"103","U,B","5","Lord of the Nazgûl","rare","Creature","2.49","1.29","2.49","1.98","2.42","0.3917525773195876","12264"
"104","U,B","5","The Scarab God","mythic","Creature","8.99","6.77","9.26","5.28","0.02","0.755952380952381","12247"
"105","U,R,W","4","Satya, Aetherflux Genius","mythic","Creature","0.99","0.26","0.71","0.16","0.02","0.36363636363636365","12177"
"106","U,R,W","4","Kykar, Wind's Fury","rare","Creature","0.49","0.45","0.53","0.3","0.02","0.5660377358490566","12158"
"107","W,B,G","4","Thalia and The Gitrog Monster","mythic","Creature","4.49","4.71","4.98","2.72","0.03","1.0108892921960093","12147"
"108","G,U,R","4","Storm, Force of Nature","mythic","Creature","27.99","35.09","32.08","34.11","undefined","1.913978494623656","12075"
"109","U,R,W","5","Éowyn, Shieldmaiden","mythic","Creature","0.99","0.38","1.06","0.24","1.23","0.18518518518518517","11963"
"110","R,G","7","Etali, Primal Conqueror","rare","Creature","20.99","18.8","21.39","12.15","0.02","1.6455172413793104","11962"
"111","W,U","4","Hylda of the Icy Crown","mythic","Creature","4.49","1.99","3.56","1.4","0.02","0.5789473684210527","11825"
"112","B,R","5","Judith, Carnage Connoisseur","rare","Creature","0.59","0.37","0.71","0.22","0.02","0.6216216216216216","11810"
"113","B,R","4","Deadpool, Trading Card","mythic","Creature","18.99","17.77","18.53","16.37","undefined","1.9012345679012346","11806"
"114","R,W,B","3","Zurgo Stormrender","mythic","Creature","3.99","4.49","4.27","5.49","undefined","0.2777777777777778","11783"
"115","G,U","3","Omo, Queen of Vesuva","mythic","Creature","0.99","0.3","1.06","0.33","0.03","0.42857142857142855","11700"
"116","R,W","3","Feather, the Redeemed","rare","Creature","0.79","0.75","0.71","0.53","0.02","0.896551724137931","11671"
"117","U,B,R","4","Marchesa, the Black Rose","rare","Creature","1.49","1.35","1.42","0.78","0.02","0.6964285714285714","11566"
"118","W,U,B,R,G","3","Azlask, the Swelling Scourge","mythic","Creature","0.99","0.4","1.06","0.36","0.03","0.782608695652174","11462"
"119","W,U","4","Brago, King Eternal","rare","Creature","3.49","2.49","2.85","1.72","0.02","0.9805555555555551","11356"
"120","B,G,U","5","Yarok, the Desecrated","mythic","Creature","4.99","3.27","4.98","1.65","0.02","0.7236842105263158","11304"
"121","R,G","3","Kibo, Uktabi Prince","mythic","Creature","3.49","4.64","4.27","0.86","undefined","0.43478260869565216","11297"
"122","B","5","Marrow-Gnawer","rare","Creature","12.99","9.33","13.54","0.93","0.02","0.584070796460177","11269"
"123","B,G,U","4","Kotis, the Fangkeeper","rare","Creature","0.49","0.37","0.35","0.2","0.02","0.8392857142857141","11259"
"124","R,W","4","Winota, Joiner of Forces","mythic","Creature","4.99","4.93","4.98","2.21","0.12","1.848659003831418","11179"
"125","B,R,G","4","Hearthhull, the Worldseed","mythic","Artifact","0.99","0.88","1.06","1.29","undefined","0.46153846153846156","11122"
"126","G,U","4","Zimone, Mystery Unraveler","mythic","Creature","0.99","0.49","0.71","0.54","undefined","0.36","11030"
"127","U,R,W","4","Narset, Enlightened Exile","mythic","Creature","11.99","8.39","9.26","7.25","0.02","0.78125","11024"
"128","W,B","5","Liesa, Shroud of Dusk","rare","Creature","0.99","0.74","1.06","0.52","4.2","0.7988165680473372","10769"
"129","G,U,R","7","Ureni of the Unwritten","mythic","Creature","19.99","18.47","22.1","14.78","undefined","0.8527607361963189","10701"
"130","B,G","3","The Mycotyrant","mythic","Creature","1.49","0.66","1.42","0.94","0.02","0.2711864406779661","10684"
"131","U,R,W","3","Captain America, First Avenger","mythic","Creature","44.99","47.78","46.34","27.22","undefined","0.8962264150943396","10659"
"132","B,R,G","5","Disa the Restless","mythic","Creature","0.99","0.25","0.71","0.23","0.02","0.5238095238095238","10635"
"133","U,B,R","5","Inalla, Archmage Ritualist","mythic","Creature","2.49","3.58","2.49","1.39","1.27","0.9333333333333333","10618"
"134","B","5","Tergrid, God of Fright","rare","Creature","23.99","18.89","24.95","7.99","0.02","2.8022959183673457","10600"
"135","R,W,B","4","Dihada, Binder of Wills","mythic","Planeswalker","16.99","16.95","17.82","11.87","5.41","0.6785714285714285","10526"
"136","G,W,U","4","Choco, Seeker of Paradise","rare","Creature","0.49","0.75","0.35","0.49","0.02","0.43157894736842106","10455"
"137","W,U","2","Mendicant Core, Guidelight","rare","Creature","1.49","1.18","1.42","0.41","0.02","0.4578313253012048","10385"
"138","B,G,U","5","Gonti, Canny Acquisitor","mythic","Creature","0.99","0.75","1.06","0.53","5.2","0.5882352941176471","10366"
"139","W,U,B,R,G","5","Marina Vendrell","rare","Creature","0.49","0.26","0.35","0.14","0.02","0.1263157894736841","10297"
"140","U,B,R","5","Edward Kenway","mythic","Creature","8.49","5.99","9.26","8.16","0.02","0.4","10285"
"141","B,R,G","5","Lord Windgrace","mythic","Planeswalker","21.99","18.19","20.67","17.34","3.5","0.7058823529411765","10268"
"142","W,U,B,R,G","6","Ramos, Dragon Engine","mythic","Creature","2.99","2","2.49","2.56","0.02","0.4666666666666667","10258"
"143","R,G,W","3","Rocco, Street Chef","rare","Creature","0.49","0.42","0.53","0.24","0.02","0.05","10234"
"144","R,G,W,U","4","Kynaios and Tiro of Meletis","mythic","Creature","9.49","8.28","9.26","5.23","2.19","0.05","10226"
"145","B","4","Sheoldred, the Apocalypse","mythic","Creature","79.99","59.79","78.43","54.33","7.18","2.033163265306124","10180"
"146","W,U,B,R,G","7","Tiamat","mythic","Creature","19.99","19.74","19.96","17.8","0.02","0.9565217391304348","10119"
"147","G,W,U","3","Derevi, Empyrial Tactician","mythic","Creature","6.49","7.51","5.7","2.42","5.73","1.4210526315789471","10095"
"148","W,U","4","Grand Arbiter Augustin IV","rare","Creature","15.99","14.99","13.54","4.96","0.02","2.5782537067545293","10057"
"149","W,U,B","3","Sefris of the Hidden Ways","mythic","Creature","0.99","0.61","1.42","0.43","5.92","0.47058823529411764","9994"
"150","W,B","3","Clavileño, First of the Blessed","mythic","Creature","0.99","0.41","0.71","0.69","0.17","0.3559322033898305","9978"
"151","W","2","Light-Paws, Emperor's Voice","rare","Creature","2.49","0.99","2.49","1.18","0.06","1.1727941176470584","9914"
"152","U","4","Eluge, the Shoreless Sea","mythic","Creature","4.99","2.37","5.7","1.85","0.02","0.7439024390243902","9882"
"153","W,U,B","4","Varina, Lich Queen","rare","Creature","4.99","3.97","4.27","0.34","0.23","0.4444444444444444","9877"
"154","B,R","4","Kuja, Genome Sorcerer","rare","Creature","1.29","1.41","1.42","0.94","0.02","0.6771653543307085","9870"
"155","U,B,R","4","Wick, the Whorled Mind","rare","Creature","0.49","0.25","0.35","0.19","0.02","0.47058823529411764","9854"
"156","W,U,B,R,G","3","Terra, Magical Adept","mythic","Creature","4.99","4.25","4.98","5.09","0.21","0.5535714285714285","9760"
"157","U,R,W","4","Zedruu the Greathearted","mythic","Creature","2.79","2.15","2.49","0.98","0.98","0.9375","9689"
"158","W,B,G","4","Felothar the Steadfast","mythic","Creature","0.99","0.9","1.06","0.94","undefined","0.3274336283185841","9678"
"159","U,R","3","Veyran, Voice of Duality","mythic","Creature","7.99","6.19","8.55","3.75","5.88","0.7333333333333336","9641"
"160","W,U,B","5","Temmet, Naktamun's Will","mythic","Creature","0.99","0.5","1.06","0.39","undefined","0.3018867924528302","9606"
"161","R,G,W","4","Shalai and Hallar","mythic","Creature","3.49","4.38","3.2","2.63","2","0.3551401869158877","9560"
"162","R","4","Zada, Hedron Grinder","uncommon","Creature","0.35","0.2","0.35","0.08","0.02","0.7666666666666667","9549"
"163","U,B","4","Jon Irenicus, Shattered One","rare","Creature","0.49","0.25","0.35","0.13","3.63","0.782608695652174","9509"
"164","R,G,W","4","Jetmir, Nexus of Revels","mythic","Creature","9.49","6.77","24.24","4.23","0.03","0.8862275449101796","9465"
"165","W,U,B,R,G","2","The Wandering Minstrel","rare","Creature","0.49","0.43","0.35","0.39","0.02","0.5544554455445545","9432"
"166","G,W,U","4","Brenard, Ginger Sculptor","mythic","Creature","0.99","0.75","1.06","0.89","0.23","0.13333333333333333","9385"
"167","R,W","2","Ragost, Deft Gastronaut","rare","Creature","0.49","0.54","0.53","0.11","0.02","0.34579439252336447","9342"
"168","B,R,G","3","Indoraptor, the Perfect Hybrid","rare","Creature","16.99","13.29","18.53","11.95","4.27","0.7222222222222222","9310"
"169","W,U,B,R","5","Kraum, Ludevic's Opus // Tymna the Weaver","rare","Creature","7.49","5.39","6.41","2.86","0.47","0.6699999999999996","9297"
"170","W,U","2","Hope Estheim","rare","Creature","0.49","0.49","0.53","0.26","0.02","0.7567567567567566","9266"
"171","B,R","3","Rowan, Scion of War","mythic","Creature","0.99","0.49","0.71","0.52","0.02","0.43212669683257926","9259"
"172","B,R,G","6","Ziatora, the Incinerator","mythic","Creature","0.99","0.4","1.06","0.36","0.02","0.3548387096774194","9256"
"173","B,R","4","Ob Nixilis, Captive Kingpin","mythic","Creature","10.99","7.5","9.26","9.31","0.02","0.7636363636363633","9208"
"174","R,G,W","3","Hazezon, Shaper of Sand","rare","Creature","0.49","0.25","0.35","0.17","0.22","0.5294117647058824","9200"
"175","G,W,U","3","Tidus, Yuna's Guardian","mythic","Creature","0.99","0.66","1.06","1.6","1.08","0.45360824742268024","9099"
"176","W,B,G","5","Betor, Ancestor's Voice","mythic","Creature","1.49","2.61","2.13","2.31","undefined","0.37931034482758635","9079"
"177","B,G","4","Hazel of the Rootbloom","mythic","Creature","0.99","1.52","1.06","5.94","undefined","0.31111111111111117","9069"
"178","U,B","3","Mirko, Obsessive Theorist","mythic","Creature","0.99","0.36","0.71","0.81","1.8","0.6470588235294118","9055"
"179","G,W","5","Arahbo, Roar of the World","mythic","Creature","27.99","21.18","27.8","undefined","0.95","0.7142857142857143","9044"
"180","B,R,G","4","Yurlok of Scorch Thrash","rare","Creature","0.49","0.4","0.53","0.21","1.88","0.8235294117647058","8952"
"181","G,W,U,B","2","Thrasios, Triton Hero // Tymna the Weaver","rare","Creature","22.99","20.52","19.96","13.88","1.54","1.343648208469055","8898"
"182","U,B","4","Vren, the Relentless","rare","Creature","0.69","0.5","0.71","0.37","0.02","0.5","8888"
"183","R,G","3","Wolverine, Best There Is","mythic","Creature","37.99","41","39.21","21.73","undefined","1.0918367346938769","8829"
"184","U,B","4","Talion, the Kindly Lord","mythic","Creature","11.99","8.48","12.12","7.01","0.02","0.720238095238095","8806"
"185","B,G","5","Rendmaw, Creaking Nest","mythic","Creature","0.99","0.61","1.06","0.69","undefined","0.3613445378151261","8694"
"186","B,R","4","Rakdos, Lord of Riots","mythic","Creature","0.99","0.5","1.06","0.68","0.02","0.4550264550264551","8690"
"187","U","4","Orvar, the All-Form","mythic","Creature","2.99","2.68","2.85","3.32","0.84","0.8255813953488372","8628"
"188","G,U","4","Volo, Guide to Monsters","rare","Creature","0.49","0.35","0.53","0.24","0.02","0.45454545454545453","8613"
"189","R,W","3","The Jolly Balloon Man","rare","Creature","0.59","0.61","0.71","0.22","0.02","0.3924731182795699","8545"
"190","B,R","2","Gev, Scaled Scorch","rare","Creature","0.49","0.43","0.53","0.43","0.02","0.25","8534"
"191","W,U,B,R,G","5","Sliver Overlord","rare","Creature","32.99","40","42.78","21.59","0.02","1.270000000000001","8521"
"192","W,U,B","3","Raffine, Scheming Seer","mythic","Creature","3.99","2.49","3.2","2.81","0.14","0.3559322033898305","8512"
"193","G,U,R","3","Haldan, Avid Arcanist // Pako, Arcane Retriever","mythic","Creature","0.99","0.85","1.06","0.8","2.51","0.3","8471"
"194","U","3","The Mindskinner","rare","Creature","1.99","1.66","2.13","0.41","0.02","0.7453703703703701","8406"
"195","G,W,U","5","Chulane, Teller of Tales","mythic","Creature","1.99","0.99","2.13","1.68","0.02","1.2457044673539512","8367"
"196","W,B","4","Brimaz, Blight of Oreskos","mythic","Creature","0.99","0.5","0.71","0.41","9.26","0.47058823529411764","8363"
"197","W,U,B,R,G","4","Jodah, Archmage Eternal","rare","Creature","0.49","0.76","0.35","0.3","0.02","1.0105820105820102","8358"
"198","R,G","7","Omnath, Locus of Rage","mythic","Creature","0.99","0.5","1.06","0.44","0.02","0.5693641618497113","8246"
"199","U,B,R","4","Saruman, the White Hand","mythic","Creature","0.99","0.5","1.06","0.56","1.69","0.3008130081300814","8234"
"200","U,B,R","4","Nicol Bolas, the Ravager","mythic","Creature","22.99","19.99","22.81","10.5","0.02","0.7665198237885462","8185"
"201","B,G","2","Dina, Soul Steeper","uncommon","Creature","0.35","0.25","0.35","0.12","0.03","0.39805825242718446","8162"
"202","U,R","4","Bria, Riptide Rogue","mythic","Creature","22.99","12.78","20.67","undefined","undefined","0.6272727272727276","8158"
"203","G,W","4","Ellivere of the Wild Court","mythic","Creature","0.99","0.5","1.06","0.71","2.56","0.3559322033898305","8154"
"204","B,G","2","Skullbriar, the Walking Grave","rare","Creature","1.49","1.4","1.42","0.48","0.02","0.3157894736842105","8121"
"205","G","3","Omnath, Locus of Mana","mythic","Creature","3.99","3.32","3.56","1.58","0.02","0.4954128440366971","8114"
"206","R,G,W","3","Dogmeat, Ever Loyal","mythic","Creature","0.99","0.54","1.06","2.62","5","0.7692307692307693","8110"
"207","R,W,B","6","Syr Gwyn, Hero of Ashvale","mythic","Creature","0.99","1.96","1.06","2.15","0.02","0.2857142857142857","8110"
"208","R,W,B","3","Terra, Herald of Hope","mythic","Creature","0.99","0.48","1.06","0.88","1.55","0.46808510638297873","8080"
"209","W,U,B,R,G","5","Child of Alara","rare","Creature","0.99","0.99","0.71","0.56","0.02","1.2299794661190966","8077"
"210","B,R","3","The Infamous Cruelclaw","mythic","Creature","2.29","1.36","2.13","1.41","0.31","0.7142857142857143","8044"
"211","U,B,R","3","Goro-Goro and Satoru","mythic","Creature","1.79","1.43","1.78","0.74","2.12","0.42857142857142855","7990"
"212","R,G","4","Raggadragga, Goreguts Boss","rare","Creature","0.49","0.26","0.35","0.12","undefined","0.25","7973"
"213","B,R,G","3","Slimefoot and Squee","mythic","Creature","2.99","1.91","2.85","2.1","7.38","0.7647058823529411","7973"
"214","R,W,B","3","Vihaan, Goldwaker","mythic","Creature","0.99","0.54","1.06","1.22","3.5","0.07142857142857142","7937"
"215","U,R","5","Okaun, Eye of Chaos // Zndrsplt, Eye of Wisdom","rare","Creature","2.99","2.39","22.81","1.66","0.91","0.07142857142857142","7936"
