"Rank","Colors","CMC","Name","Rarity","Type","Card Kingdom","TCGPlayer","Face to Face","Cardmarket","Cardhoarder","Salt","Decks"
"20","B,R","4","Valgavoth, Harrower of Souls","mythic","Creature","14.99","10.5","17.17","20.87","0.17","0.76","19559"
"21","W,U,B,R,G","5","Cosmic Spider-Man","mythic","Creature","7.99","7.34","8.58","2.73","0.3","1.23","4705"
"22","B,G,U","4","The Wise Mothman","mythic","Creature","0.99","0.75","1.07","8.57","","1.01","25177"
"23","B,G","4","Lathril, Blade of the Elves","rare","Creature","0.49","0.39","0.35","0.28","0.02","0.91","28136"
"24","W,U,B,R,G","5","Jodah, the Unifier","mythic","Creature","2.99","2.0","2.86","1.7","0.02","1.94","25753"
"25","U,R,W","3","Kilo, Apogee Mind","mythic","Creature","0.99","1.35","1.07","1.02","","0.39","8259"
"26","R,W,B","3","Terra, Herald of Hope","mythic","Creature","0.99","0.47","1.07","1.23","1.55","0.47","8377"
"27","W","2","Giada, Font of Hope","rare","Creature","0.99","0.98","1.07","0.77","0.02","0.46","25971"
"28","G,W,U","3","Tidus, Yuna's Guardian","mythic","Creature","0.99","0.69","1.07","2.21","1.08","0.45","9413"
"29","B,G","3","Chatterfang, Squirrel General","mythic","Creature","3.99","2.47","5.0","4.51","0.02","0.96","21588"
"30","B,R,G","3","Eddie Brock","mythic","Creature","6.99","6.5","9.3","5.29","0.94","0.55","4150"
"31","W,B,G","2","Frodo, Adventurous Hobbit // Sam, Loyal Attendant","mythic","Creature","0.99","0.33","0.71","0.38","1.2","0.42","20308"
"32","G,U","4","Hakbal of the Surging Soul","mythic","Creature","0.99","0.35","1.07","0.61","","0.74","22502"
"33","R,W,B","3","Isshin, Two Heavens as One","rare","Creature","4.99","3.29","4.29","3.69","0.02","0.65","24085"
"34","R,W,B","4","Caesar, Legion's Emperor","mythic","Creature","3.99","2.62","4.29","8.19","","0.48","18310"
"35","R,G","3","Bello, Bard of the Brambles","mythic","Creature","1.49","1.25","1.42","6.15","","0.6","17984"
"36","G,U,R","7","Ureni of the Unwritten","mythic","Creature","19.99","18.3","22.18","13.11","","0.85","10954"
"37","W","5","Anti-Venom, Horrifying Healer","mythic","Creature","11.99","11.77","14.3","5.82","0.78","1.01","4210"
"38","W,U,B,R,G","5","Kenrith, the Returned King","mythic","Creature","1.29","1.05","1.07","0.79","0.02","1.09","26825"
"39","B,R","4","Kuja, Genome Sorcerer","rare","Creature","0.99","1.25","1.42","0.98","0.02","0.68","10176"
"40","G,U","2","Kinnan, Bonder Prodigy","mythic","Creature","17.99","13.44","17.88","9.82","0.02","2.15","16117"
"41","W,U,B,R,G","3","Terra, Magical Adept","mythic","Creature","4.49","4.1","5.0","5.13","0.22","0.55","10024"
"42","B,G,U","6","Muldrotha, the Gravetide","mythic","Creature","3.49","3.52","3.21","2.75","0.02","0.9","20739"
"43","B,R,G","5","Korvold, Fae-Cursed King","mythic","Creature","1.99","1.23","1.78","2.6","0.02","1.65","17587"
"44","B,G,U","3","Glarb, Calamity's Augur","mythic","Creature","5.49","3.92","5.0","3.81","0.06","0.36","15812"
"45","W,U,B,R,G","2","The Wandering Minstrel","rare","Creature","0.49","0.41","0.35","0.33","0.02","0.55","9756"
"46","R,W","2","Ragost, Deft Gastronaut","rare","Creature","0.49","0.51","0.54","0.1","0.02","0.35","9642"
"47","R,G,W","3","Baylen, the Haymaker","rare","Creature","1.29","0.74","1.42","0.59","0.02","0.92","21115"
"48","W,U,B,R,G","5","Ulalek, Fused Atrocity","mythic","Creature","0.99","0.65","1.07","0.55","0.02","1.32","22291"
"49","W,U,B","2","Hashaton, Scarab's Fist","mythic","Creature","0.99","1.21","1.07","1.16","3.2","0.67","17942"
"50","U","4","Urza, Lord High Artificer","mythic","Creature","16.99","13.5","17.17","9.47","0.29","2.31","16690"
"51","G,U,R","6","Miirym, Sentinel Wyrm","rare","Creature","4.49","3.19","4.29","4.24","9.81","1.78","25632"
"52","W,U,B,R","4","Breya, Etherium Shaper","mythic","Creature","0.99","0.5","0.71","0.38","0.02","0.24","18208"
"53","B,G","4","Meren of Clan Nel Toth","mythic","Creature","1.79","1.12","1.78","0.7","1.59","0.74","18640"
"54","R,W,B","3","Zurgo Stormrender","mythic","Creature","3.49","4.34","4.29","5.61","","0.28","11988"
"55","U,B","4","Wilhelt, the Rotcleaver","mythic","Creature","8.99","8.3","9.3","0.55","3.67","0.52","20414"
"56","G,U,R","3","Animar, Soul of Elements","mythic","Creature","13.99","11.45","12.87","8.23","0.08","1.05","20220"
"57","B","7","K'rrik, Son of Yawgmoth","rare","Creature","1.49","0.86","1.42","0.57","0.02","1.28","17553"
"58","R,G","7","Etali, Primal Conqueror","rare","Creature","20.99","19.7","20.74","12.25","0.02","1.65","12136"
"59","U,R,W","3","Inspirit, Flagship Vessel","mythic","Artifact","0.99","0.77","1.07","0.9","","0.44","5449"
"60","W,B,G","5","Betor, Ancestor's Voice","mythic","Creature","1.49","2.51","2.14","2.43","","0.38","9295"
"61","W,B,G","4","The Necrobloom","rare","Creature","0.49","0.35","0.54","0.17","0.02","0.65","19507"
"62","W,U,B","5","Marneus Calgar","mythic","Creature","10.99","10.86","11.44","3.72","","0.87","14054"
"63","B,G","5","Ygra, Eater of All","mythic","Creature","11.99","7.56","10.73","5.83","0.41","0.93","15994"
"64","U,R,W","4","Sonic the Hedgehog","mythic","Creature","2.99","3.37","3.57","1.9","","0.82","5908"
"65","W,U,B,R,G","3","Sisay, Weatherlight Captain","rare","Creature","1.99","1.99","1.78","1.16","0.02","0.98","15324"
"66","B,R,G","3","Henzie ""Toolbox"" Torre","mythic","Creature","0.99","0.58","1.07","0.06","4.22","0.69","16930"
"67","W,U,B","6","Oloro, Ageless Ascetic","mythic","Creature","11.99","14.08","12.87","10.85","0.03","1.14","16807"
"68","W,U,B,R,G","3","Esika, God of the Tree","mythic","Creature","19.99","14.77","17.88","9.64","0.02","1.15","21215"
"69","R,G,W,U","4","Aragorn, the Uniter","mythic","Creature","4.99","4.8","5.72","4.93","0.02","0.75","20393"
"70","W,B","4","Teysa Karlov","rare","Creature","2.49","1.29","2.5","0.8","0.02","0.53","18243"
"71","U,B","5","Captain N'ghathrod","mythic","Creature","7.99","8.0","7.15","0.32","3.03","0.6","15247"
"72","W,U","2","Hope Estheim","rare","Creature","0.49","0.46","0.54","0.26","0.02","0.76","9527"
"73","G,W,U","2","Peter Parker","mythic","Creature","8.49","7.2","10.01","4.46","1.13","0.69","2850"
"74","G,W,U","3","Helga, Skittish Seer","mythic","Creature","4.99","3.55","5.0","2.47","0.26","0.28","12712"
"75","B,R","4","Shadow the Hedgehog","mythic","Creature","7.99","5.9","7.15","5.59","","1.02","6634"
"76","Colorless","6","Zhulodok, Void Gorger","mythic","Creature","32.99","32.77","35.77","28.35","4.15","1.37","19790"
"77","U,R","3","Ghyrson Starn, Kelermorph","rare","Creature","44.99","36.9","42.93","25.91","10.18","1.11","18245"
"78","W,U,B,R","5","Kraum, Ludevic's Opus // Tymna the Weaver","rare","Creature","7.99","5.76","6.43","2.87","0.4","0.67","9379"
"79","W,U,B","6","Urza, Chief Artificer","mythic","Creature","0.99","1.26","1.07","1.08","2.34","0.69","15804"
"80","U,R,W","3","Atreus, Impulsive Son // Kratos, Stoic Father","mythic","Creature","","","","","","0","1895"
"81","G,U,R","3","Eshki, Temur's Roar","mythic","Creature","1.49","1.44","1.42","1.6","","0.48","7840"
"82","G,U,R","3","Flubs, the Fool","mythic","Creature","2.29","2.63","2.14","0.52","5.29","0.56","17333"
"83","W,U","4","Shorikai, Genesis Engine","mythic","Artifact","3.99","2.91","4.29","2.86","7.07","0.57","19721"
"84","R,G,W","8","Gishath, Sun's Avatar","mythic","Creature","5.49","5.19","5.72","3.29","0.02","0.93","21552"
"85","G,W,U","4","Choco, Seeker of Paradise","rare","Creature","0.49","0.68","0.35","0.44","0.02","0.43","10668"
"86","B,G,U","4","Kotis, the Fangkeeper","rare","Creature","0.49","0.37","0.35","0.22","0.02","0.84","11485"
"87","R,W,B","3","Mr. House, President and CEO","mythic","Creature","0.99","0.6","1.07","1.63","2.42","0.88","19364"
"88","G,U","4","Zimone, Mystery Unraveler","mythic","Creature","0.99","0.47","0.71","0.43","","0.36","11199"
"89","U,R,W","3","Zinnia, Valley's Voice","mythic","Creature","0.99","0.39","0.71","0.6","","0.73","13621"
"90","R,W","2","Arabella, Abandoned Doll","uncommon","Creature","0.49","0.38","0.54","0.28","0.03","0.55","14807"
"91","G,U,R","5","Xyris, the Writhing Storm","mythic","Creature","0.99","1.19","1.07","0.52","0.8","0.5","16288"
"92","U,B","4","Alela, Cunning Conqueror","mythic","Creature","11.99","8.02","11.44","5.43","3.07","0.8","14626"
"93","U,B,R","5","Dr. Eggman","mythic","Creature","2.99","2.0","3.57","1.29","","0.71","6031"
"94","W,U,B,R,G","5","The First Sliver","mythic","Creature","32.99","29.99","35.77","19.44","0.02","1.66","15743"
"95","R,W,B","4","Queen Marchesa","rare","Creature","0.99","0.52","1.07","0.39","1.65","0.37","15083"
"96","G,W,U,B","7","Atraxa, Grand Unifier","mythic","Creature","16.99","13.37","18.6","16.11","11.4","1.55","15802"
"97","W,B,G","4","Felothar the Steadfast","mythic","Creature","0.99","0.86","1.07","0.83","","0.33","9881"
"98","R,G,W","4","Atla Palani, Nest Tender","mythic","Creature","0.79","0.95","0.71","0.45","0.25","0.55","17447"
"99","R,W,B","4","Celes, Rune Knight","mythic","Creature","0.99","0.48","1.07","1.1","1.28","0.29","5863"
"100","R,G,W","5","Voja, Jaws of the Conclave","mythic","Creature","11.99","8.49","9.3","","","1.68","19204"
"101","R,W","3","Lightning, Army of One","mythic","Creature","13.99","12.83","13.59","12.12","0.09","0.79","363"
"102","W,U,B","4","Sidar Jabari of Zhalfir","mythic","Creature","0.99","0.5","0.71","0.34","2.03","0.63","361"
"103","R","4","Tannuk, Steadfast Second","mythic","Creature","4.49","4.17","5.0","3.62","0.07","0.67","360"
"104","R,G,W","4","Rin and Seri, Inseparable","mythic","Creature","12.99","15.0","35.77","3.51","0.02","0.5","359"
"105","W,U,B","4","Zur the Enchanter","rare","Creature","1.29","0.53","1.07","0.43","0.02","1.16","353"
"106","R","2","Magda, Brazen Outlaw","rare","Creature","2.49","1.54","1.42","0.79","0.02","0.82","352"
"107","G,W,U","4","Arcades, the Strategist","mythic","Creature","1.99","2.15","1.78","1.7","0.02","0.82","349"
"108","W,U,B,R,G","4","Go-Shintai of Life's Origin","mythic","Creature","5.49","4.94","5.0","5.2","14.64","0.55","347"
"109","U,R,W","5","Éowyn, Shieldmaiden","mythic","Creature","0.99","0.38","1.07","0.3","1.23","0.19","347"
"110","W,U","4","Brago, King Eternal","rare","Creature","3.49","2.51","3.21","1.61","0.02","0.98","346"
"111","G","2","Tifa Lockhart","rare","Creature","3.49","4.0","4.29","3.46","0.17","1.1","343"
"112","G,W,U","5","Galadriel, Light of Valinor","mythic","Creature","18.99","14.33","24.32","13.87","1.12","0.56","343"
"113","W,U,B,R,G","5","Tom Bombadil","mythic","Creature","4.49","3.21","4.29","2.9","0.02","0.43","342"
"114","B,G,U","4","Zaxara, the Exemplary","mythic","Creature","0.99","1.17","1.07","0.44","3.46","0.41","341"
"115","B,R,G","5","Szarel, Genesis Shepherd","mythic","Creature","0.99","0.5","1.07","0.65","7.76","0.3","340"
"116","G,U","6","Aesi, Tyrant of Gyre Strait","mythic","Creature","10.99","9.36","17.17","11.2","18.5","1.13","340"
"117","R","5","Jaws, Relentless Predator","mythic","Creature","","59.99","","","","0","340"
"118","R,G,W,U","4","Omnath, Locus of Creation","mythic","Creature","2.99","3.29","2.86","2.62","0.68","1.02","338"
"119","U,B,R","6","Be'lakor, the Dark Master","mythic","Creature","2.49","3.52","2.5","4.73","","0.24","336"
"120","W,U,B,R,G","2","Ezio Auditore da Firenze","mythic","Creature","6.49","3.5","6.43","6.58","0.02","0.62","333"
"121","U,B","3","Satoru Umezawa","rare","Creature","0.79","0.5","0.54","0.24","0.02","0.8","333"
"122","G,U","5","Aloy, Savior of Meridian","mythic","Creature","","","","","","0","331"
"123","U,R,W","2","Gwen Stacy","mythic","Creature","5.49","4.42","6.43","2.61","0.7","0.39","330"
"124","W,B","3","Eriette of the Charmed Apple","mythic","Creature","2.79","1.0","2.86","1.41","0.02","0.49","329"
"125","R,G","3","Tannuk, Memorial Ensign","uncommon","Creature","0.69","0.31","0.71","0.33","0.04","0.31","327"
"126","U,B,R","5","Inalla, Archmage Ritualist","mythic","Creature","2.49","3.56","2.5","1.25","1.35","0.93","317"
"127","U,B,R","4","Marchesa, the Black Rose","rare","Creature","1.49","1.35","1.42","0.83","0.02","0.7","316"
"128","R,G,W","4","Toph, the First Metalbender","rare","Creature","0.99","15.96","","19.7","","0","311"
"129","W,U,B","4","Alela, Artful Provocateur","mythic","Creature","0.99","0.49","0.71","0.42","0.02","0.5","311"
"130","G,W","2","Sythis, Harvest's Hand","rare","Creature","3.49","2.85","3.21","2.16","0.02","0.97","310"
"131","R,W","4","Winota, Joiner of Forces","mythic","Creature","4.99","4.93","5.0","2.11","0.13","1.85","310"
"132","B","5","Gwenom, Remorseless","mythic","Creature","12.99","9.0","14.3","7.88","0.55","0.97","310"
"133","W,U","2","Mendicant Core, Guidelight","rare","Creature","1.49","1.19","1.42","0.4","0.02","0.46","309"
"134","R,G","3","Tovolar, Dire Overlord","rare","Creature","0.99","0.69","1.07","0.46","0.02","0.38","308"
"135","R,G,W","3","Rocco, Street Chef","rare","Creature","0.49","0.41","0.54","0.23","0.02","0.05","308"
"136","U,R,W","4","Kykar, Wind's Fury","rare","Creature","0.49","0.45","0.54","0.25","0.02","0.57","307"
"137","W,U,B","3","Sefris of the Hidden Ways","mythic","Creature","0.99","0.66","1.07","0.43","5.92","0.47","305"
"138","U,R,W","4","Satya, Aetherflux Genius","mythic","Creature","0.99","0.28","0.71","0.19","0.02","0.36","303"
"139","W,U,B,R,G","5","Infinite Guideline Station","rare","Artifact","0.49","0.32","0.35","0.13","0.03","0.21","299"
"140","W,U,B","4","Aminatou, Veil Piercer","mythic","Creature","0.99","0.5","1.07","0.5","","0.43","299"
"141","U,B","5","Lord of the Nazgûl","rare","Creature","2.49","1.28","2.5","2.31","2.56","0.39","297"
"142","W,B","7","Mister Negative","mythic","Creature","2.99","1.89","2.86","1.73","0.59","0.82","295"
"143","U,B,R","4","Obeka, Splitter of Seconds","rare","Creature","0.49","0.3","0.35","0.3","0.02","0.61","295"
"144","U","4","Eluge, the Shoreless Sea","mythic","Creature","5.49","2.36","5.0","1.85","0.03","0.74","294"
"145","R,G,W","2","Miles Morales","mythic","Creature","9.49","7.0","10.73","3.9","0.58","0.88","294"
"146","G","6","Lumra, Bellow of the Woods","mythic","Creature","42.99","29.91","28.62","24.01","0.38","0.71","290"
"147","W,U,B,R,G","3","Najeela, the Blade-Blossom","mythic","Creature","8.99","9.84","7.15","3.78","0.39","1.29","290"
"148","B,R","4","Prosper, Tome-Bound","mythic","Creature","7.99","6.19","8.58","10.45","8.04","0.82","290"
"149","U,B","5","Umbris, Fear Manifest","mythic","Creature","14.99","9.99","11.44","5.71","0.22","0.14","290"
"150","G,U","3","Omo, Queen of Vesuva","mythic","Creature","0.99","0.3","1.07","0.39","0.03","0.43","289"
"151","W,U,B","6","Tivit, Seller of Secrets","mythic","Creature","3.49","3.05","3.57","2.88","13.99","1.25","287"
"152","U,R,W","3","Captain America, First Avenger","mythic","Creature","42.99","47.1","46.51","26.42","","0.9","285"
"153","U,R","6","Niv-Mizzet, Parun","rare","Creature","4.99","4.0","5.72","1.29","0.02","1.27","284"
"154","U,B","5","The Scarab God","mythic","Creature","8.49","6.85","9.3","5.16","0.02","0.76","282"
"155","W,U","4","Niko, Light of Hope","mythic","Creature","0.99","0.5","1.07","0.21","0.02","0.26","280"
"156","U,B","2","Golbez, Crystal Collector","rare","Creature","0.49","0.48","0.54","0.35","0.02","0.14","278"
"157","R,W,B","4","Dihada, Binder of Wills","mythic","Planeswalker","16.99","16.95","17.17","13.06","5.19","0.68","276"
"158","W,U,B,R,G","3","Urtet, Remnant of Memnarch","mythic","Creature","2.99","2.12","2.5","1.64","8.6","0.47","273"
"159","G,U,R","4","Magus Lucea Kane","mythic","Creature","2.99","1.95","3.21","3.98","","0.56","272"
"160","W,B,G","4","Thalia and The Gitrog Monster","mythic","Creature","4.49","4.36","5.0","3.09","0.03","1.01","271"
"161","B,G,U","5","Yarok, the Desecrated","mythic","Creature","4.99","3.25","5.0","1.74","0.02","0.72","271"
"162","B,R,G","5","Disa the Restless","mythic","Creature","0.99","0.25","0.71","0.21","0.02","0.52","270"
"163","B,R","4","Ob Nixilis, Captive Kingpin","mythic","Creature","10.99","7.3","9.3","9.09","0.02","0.76","269"
"164","W,U,B,R,G","5","Marina Vendrell","rare","Creature","0.49","0.25","0.35","0.12","0.02","0.13","267"
"165","W,U,B,R,G","5","Omnath, Locus of All","rare","Creature","0.49","0.41","0.35","0.13","0.02","0.53","267"
"166","B,G","4","Hazel of the Rootbloom","mythic","Creature","0.99","1.44","1.07","4.99","","0.31","265"
"167","B,R","4","Deadpool, Trading Card","mythic","Creature","17.99","18.61","20.03","16.89","","1.9","265"
"168","W,U,B","4","Varina, Lich Queen","rare","Creature","5.49","3.93","4.29","0.34","0.23","0.44","264"
"169","R","3","Kratos, God of War","mythic","Creature","","","","","","0","263"
"170","W,U,B","3","Raffine, Scheming Seer","mythic","Creature","3.49","2.45","3.21","2.81","0.11","0.36","262"
"171","G,W,U,B","2","Thrasios, Triton Hero // Tymna the Weaver","rare","Creature","22.99","20.88","20.03","14.95","1.62","1.34","260"
"172","W,U,B","5","Temmet, Naktamun's Will","mythic","Creature","0.99","0.5","1.07","0.49","","0.3","260"
"173","W,B","5","Liesa, Shroud of Dusk","rare","Creature","1.29","0.73","1.07","0.5","4.59","0.8","259"
"174","B","5","Marrow-Gnawer","rare","Creature","13.99","9.89","13.59","0.66","0.02","0.58","257"
"175","G","2","Fynn, the Fangbearer","uncommon","Creature","0.35","0.25","0.21","0.11","0.03","1.15","257"
"176","B,G","6","Shelob, Child of Ungoliant","rare","Creature","3.99","4.89","3.57","0.58","0.02","0.4","256"
"177","W,B,G","5","Anikthea, Hand of Erebos","mythic","Creature","4.49","5.2","4.29","3.21","1.48","0.39","255"
"178","W,B","3","Clavileño, First of the Blessed","mythic","Creature","0.99","0.4","1.07","0.66","0.2","0.36","253"
"179","G,U,R","0.0","Rograkh, Son of Rohgahh // Thrasios, Triton Hero","uncommon","Creature","2.49","1.35","2.5","1.31","1.27","0.66","252"
"180","U,B,R","4","Saruman, the White Hand","mythic","Creature","0.99","0.5","1.07","0.59","1.84","0.3","251"
"181","R","1","Norin the Wary","rare","Creature","6.49","5.53","15.74","3.28","0.02","0.8","250"
"182","G,W,U","4","Yuna, Grand Summoner","mythic","Creature","0.99","0.91","1.07","1.83","1.61","0.39","249"
"183","U,R","7","Ovika, Enigma Goliath","rare","Creature","0.49","0.34","0.54","0.16","0.02","0.47","246"
"184","B,R","5","Judith, Carnage Connoisseur","rare","Creature","0.59","0.36","0.71","0.22","0.02","0.62","245"
"185","B","4","Sheoldred, the Apocalypse","mythic","Creature","84.99","60.94","85.86","56.24","6.85","2.03","245"
"186","R,G","3","Kibo, Uktabi Prince","mythic","Creature","3.49","4.84","4.29","0.86","","0.43","244"
"187","W,U,B,R,G","7","Morophon, the Boundless","mythic","Creature","6.49","6.0","6.43","3.78","0.02","0.67","243"
"188","R,G,W,U","4","Kynaios and Tiro of Meletis","mythic","Creature","8.99","8.2","9.3","5.18","2.71","0.05","239"
"189","W","2","Light-Paws, Emperor's Voice","rare","Creature","2.79","0.99","2.5","1.18","0.06","1.17","238"
"190","U,R,W","3","Elsha, Threefold Master","mythic","Creature","0.99","0.7","1.07","0.76","","0.2","235"
"191","U,B,R","4","Wick, the Whorled Mind","rare","Creature","0.49","0.25","0.35","0.17","0.02","0.47","233"
"192","B,R,G","5","Lord Windgrace","mythic","Planeswalker","21.99","18.0","20.74","17.21","2.92","0.71","233"
"193","B","5","Shirei, Shizo's Caretaker","uncommon","Creature","0.35","0.25","0.21","0.1","0.02","0.65","233"
"194","U,B","4","Vren, the Relentless","rare","Creature","0.59","0.5","0.71","0.37","0.02","0.5","232"
"195","W,U,B,R,G","10","Reaper King","rare","Creature","11.99","19.71","9.3","3.22","0.02","0.9","232"
"196","U,B","3","Mirko, Obsessive Theorist","mythic","Creature","0.99","0.36","0.71","0.77","1.8","0.65","232"
"197","B","5","Tergrid, God of Fright","rare","Creature","23.99","18.74","25.04","7.99","0.02","2.8","232"
"198","W,U,B,R,G","5","Sliver Overlord","rare","Creature","34.99","38.96","42.93","20.15","0.02","1.27","232"
"199","R,G,W","3","Rocco, Cabaretti Caterer","uncommon","Creature","0.35","0.2","0.21","0.12","0.03","0.61","231"
"200","U,R","4","Captain Howler, Sea Scourge","rare","Creature","0.99","0.39","0.71","0.21","0.02","0.29","231"
"201","B,G","5","Rendmaw, Creaking Nest","mythic","Creature","0.99","0.61","1.07","0.58","","0.36","231"
"202","R,W","3","Feather, the Redeemed","rare","Creature","0.79","0.75","1.07","0.4","0.02","0.9","229"
"203","U,B,R","5","Edward Kenway","mythic","Creature","7.99","5.82","8.58","8.27","0.02","0.4","229"
"204","B,G","5","The Gitrog Monster","mythic","Creature","1.49","0.8","1.42","1.59","0.02","0.88","228"
"205","U,R","3","Veyran, Voice of Duality","mythic","Creature","7.99","6.23","8.58","3.86","4.62","0.73","228"
"206","U,R,W","4","Shiko and Narset, Unified","mythic","Creature","0.99","0.56","1.07","0.87","","0.29","227"
"207","W,U","4","Hylda of the Icy Crown","mythic","Creature","4.49","1.57","3.57","1.46","0.02","0.58","227"
"208","W,U,B,R,G","7","Tiamat","mythic","Creature","17.99","19.49","20.03","18.66","0.02","0.96","226"
"209","G,U","4","Volo, Guide to Monsters","rare","Creature","0.49","0.35","0.54","0.3","0.02","0.45","225"
"210","U,R","3","Stella Lee, Wild Card","mythic","Creature","4.99","6.87","5.0","2.81","","0.98","225"
"211","G,W,U","3","Derevi, Empyrial Tactician","mythic","Creature","6.49","7.12","5.72","2.42","5.93","1.42","223"
"212","B,G","3","The Mycotyrant","mythic","Creature","1.49","0.65","1.42","1.06","0.02","0.27","223"
"213","W,U,B,R,G","6","Ramos, Dragon Engine","mythic","Creature","3.49","2.0","2.5","2.36","0.02","0.47","221"
"214","U,R,W","4","Zedruu the Greathearted","mythic","Creature","2.79","2.13","2.5","0.98","0.98","0.94","219"
"215","U,B,R","0.0","Rograkh, Son of Rohgahh // Silas Renn, Seeker Adept","uncommon","Creature","2.49","1.35","2.5","1.31","1.27","0.66","219"
"216","R","4","Ojer Axonil, Deepest Might","mythic","Creature","21.99","20.05","19.31","12.63","0.64","0.73","218"
"217","R,G","3","Wolverine, Best There Is","mythic","Creature","39.99","41.12","39.35","20.6","","1.09","216"
"218","B,R,G","3","Indoraptor, the Perfect Hybrid","rare","Creature","16.99","13.26","18.6","11.86","4.27","0.72","215"
"219","W,B","5","Shilgengar, Sire of Famine","rare","Creature","0.49","0.35","0.35","0.17","0.02","0.95","214"
"220","U,R,W","4","Narset, Enlightened Exile","mythic","Creature","11.99","8.27","9.3","7.4","0.02","0.78","210"
"221","U","1","Lady Octopus, Inspired Inventor","rare","Creature","0.49","1.0","1.42","1.31","0.14","0.63","209"
"222","W,B,G","4","Tayam, Luminous Enigma","mythic","Creature","0.99","1.09","1.07","1.37","3.28","0.16","209"
"223","B,R,G","4","Yurlok of Scorch Thrash","rare","Creature","0.49","0.38","0.54","0.24","1.75","0.82","209"
"224","U,R","4","Bria, Riptide Rogue","mythic","Creature","22.99","12.53","20.74","","","0.63","208"
"225","B","2","Tinybones, Bauble Burglar","rare","Creature","2.49","1.32","2.5","0.7","0.02","0.85","207"
"226","U,B,R","4","Nicol Bolas, the Ravager","mythic","Creature","22.99","19.99","22.89","11.89","0.02","0.77","206"
"227","U,B","4","Jon Irenicus, Shattered One","rare","Creature","0.49","0.25","0.35","0.16","3.74","0.78","205"
"228","R,G,W","4","Tifa, Martial Artist","mythic","Creature","0.99","1.33","1.07","1.75","1.54","0.56","205"
"229","R","4","Zada, Hedron Grinder","uncommon","Creature","0.35","0.2","0.35","0.1","0.02","0.77","204"
"230","G,U,R","4","Storm, Force of Nature","mythic","Creature","27.99","34.56","32.19","33.15","","1.91","204"
"231","W,U,B,R,G","3","Azlask, the Swelling Scourge","mythic","Creature","0.99","0.4","1.07","0.37","0.03","0.78","203"
"232","B,G,U","5","Gonti, Canny Acquisitor","mythic","Creature","0.99","0.75","1.07","0.6","5.2","0.59","203"
"233","W","2","Cloud, Midgar Mercenary","mythic","Creature","37.99","28.35","35.77","24.61","0.64","0.85","202"
"234","B,R,G","3","Slimefoot and Squee","mythic","Creature","2.99","1.91","2.5","1.83","7.38","0.76","201"
"235","B","3","Braids, Arisen Nightmare","rare","Creature","3.99","2.5","4.29","2.78","0.02","1.05","201"
"236","B,R,G","4","Coram, the Undertaker","mythic","Creature","0.99","0.26","0.71","0.22","0.02","0.45","200"
"237","G,W","5","Arahbo, Roar of the World","mythic","Creature","27.99","25.23","27.9","","0.97","0.71","200"
"238","U,B,R","3","Goro-Goro and Satoru","mythic","Creature","1.99","1.38","1.78","0.9","2.12","0.43","199"
