"Rank","Colors","CMC","Name","Rarity","Type","Card Kingdom","TCGPlayer","Face to Face","Cardmarket","Cardhoarder","Salt","Decks"
"43","R,W,B","4","Caesar, Legion's Emperor","mythic","Creature","3.99","2.8","4.27","7.83","undefined","0.4824561403508771","1789"
"44","G,U,R","7","Ureni of the Unwritten","mythic","Creature","19.99","18.47","22.1","14.78","undefined","0.8527607361963189","1767"
"45","W,U,B,R,G","3","Terra, Magical Adept","mythic","Creature","4.99","4.25","4.98","5.09","0.21","0.5535714285714285","1748"
"46","W,U,B,R,G","2","The Wandering Minstrel","rare","Creature","0.49","0.43","0.35","0.39","0.02","0.5544554455445545","1747"
"47","B,G,U","3","Glarb, Calamity's Augur","mythic","Creature","4.99","4.05","4.98","4.08","0.06","0.3636363636363637","1738"
"48","G,U","4","Hakbal of the Surging Soul","mythic","Creature","0.99","0.35","1.06","0.71","undefined","0.7395833333333331","1722"
"49","R,G","7","Etali, Primal Conqueror","rare","Creature","20.99","18.8","21.39","12.15","0.02","1.6455172413793104","1692"
"50","W,B","7","Mister Negative","mythic","Creature","3.49","2","2.85","1.29","0.67","0.819047619047619","1684"
"51","W,U,B","2","Hashaton, Scarab's Fist","mythic","Creature","0.99","1.21","1.06","1.31","3.2","0.6736111111111112","1664"
"52","R,W,B","3","Zurgo Stormrender","mythic","Creature","3.99","4.49","4.27","5.49","undefined","0.2777777777777778","1664"
"53","B,R,G","5","Korvold, Fae-Cursed King","mythic","Creature","1.79","1.24","1.78","2.26","0.02","1.6494156928213697","1664"
"54","U,B","4","Wilhelt, the Rotcleaver","mythic","Creature","8.99","8.46","9.26","0.57","3.63","0.5185185185185185","1614"
"55","G,U,R","3","Animar, Soul of Elements","mythic","Creature","13.99","11.27","12.12","8.69","0.07","1.0454545454545454","1593"
"56","U,R","3","Atreus, Impulsive Son // Kratos, Stoic Father","mythic","Creature","undefined","undefined","undefined","undefined","undefined","0","1588"
"57","U,R,W","2","Gwen Stacy","mythic","Creature","5.49","4.5","5.7","2.7","0.8","0.3944954128440367","1571"
"58","B,R","4","Shadow the Hedgehog","mythic","Creature","7.99","6","7.12","6.06","undefined","1.019230769230769","1568"
"59","W,U,B,R","4","Breya, Etherium Shaper","mythic","Creature","0.99","0.5","0.71","0.44","0.02","0.23529411764705882","1558"
"60","W,U","2","Hope Estheim","rare","Creature","0.49","0.49","0.53","0.26","0.02","0.7567567567567566","1556"
"61","W,B","4","Teysa Karlov","rare","Creature","2.49","1.29","2.49","0.77","0.02","0.534031413612566","1554"
"62","B,G","5","Ygra, Eater of All","mythic","Creature","10.99","7.49","10.69","5.87","0.43","0.9285714285714286","1550"
"63","U,R,W","4","Sonic the Hedgehog","mythic","Creature","2.99","3.5","3.56","1.88","undefined","0.8214285714285714","1539"
"64","G,U","2","Kinnan, Bonder Prodigy","mythic","Creature","16.99","13.26","17.82","8.77","0.03","2.1463087248322186","1536"
"65","W,B,G","4","The Necrobloom","rare","Creature","0.49","0.36","0.53","0.2","0.02","0.6494845360824741","1517"
"66","W,U,B,R,G","3","Esika, God of the Tree","mythic","Creature","18.99","15.19","20.67","9.04","0.02","1.1523178807947019","1511"
"67","U,B,R","5","Dr. Eggman","mythic","Creature","2.99","2","3.56","1.31","undefined","0.7087378640776699","1494"
"68","B,R,G","3","Henzie ""Toolbox"" Torre","mythic","Creature","0.99","0.59","1.06","0.06","4.44","0.6875","1479"
"69","R,G,W,U","4","Aragorn, the Uniter","mythic","Creature","5.49","4.79","6.41","4.95","0.02","0.7543859649122807","1468"
"70","G,W,U","4","Choco, Seeker of Paradise","rare","Creature","0.49","0.75","0.35","0.49","0.02","0.43157894736842106","1466"
"71","B,G","4","Meren of Clan Nel Toth","mythic","Creature","1.49","1.13","1.78","0.7","1.39","0.7395209580838322","1463"
"72","U,R,W","3","Inspirit, Flagship Vessel","mythic","Artifact","0.99","0.79","1.06","0.74","2","0.4411764705882353","1450"
"73","W,U,B","6","Oloro, Ageless Ascetic","mythic","Creature","11.99","13.73","12.83","10.19","0.03","1.138636363636365","1449"
"74","U,B","5","Captain N'ghathrod","mythic","Creature","7.99","8.26","7.12","0.32","3.03","0.6000000000000002","1443"
"75","","6","Zhulodok, Void Gorger","mythic","Creature","32.99","32.28","35.65","28.06","3.72","1.3677758318739053","1440"
"76","B","7","K'rrik, Son of Yawgmoth","rare","Creature","1.79","0.89","1.42","0.55","0.02","1.2813333333333332","1433"
"77","U,R","3","Ghyrson Starn, Kelermorph","rare","Creature","42.99","36.78","42.78","26.02","10.05","1.1089494163424138","1424"
"78","W,U,B,R,G","3","Sisay, Weatherlight Captain","rare","Creature","1.79","1.99","1.78","1.17","0.02","0.9832089552238806","1419"
"79","R,G,W","8","Gishath, Sun's Avatar","mythic","Creature","5.49","5.18","5.7","3.28","0.02","0.9307228915662651","1403"
"80","R,G,W","2","Miles Morales","mythic","Creature","9.49","7.35","10.69","4.21","0.66","0.8837209302325579","1400"
"81","G,W,U","3","Helga, Skittish Seer","mythic","Creature","4.49","3.6","4.98","2.47","0.23","0.27586206896551724","1399"
"82","W,U,B,R,G","5","The First Sliver","mythic","Creature","32.99","29.79","35.65","19.44","0.02","1.66078431372549","1398"
"83","G,U,R","3","Flubs, the Fool","mythic","Creature","2.29","2.64","2.13","0.57","5.11","0.5555555555555556","1389"
"84","U,B","4","Alela, Cunning Conqueror","mythic","Creature","10.99","8.06","11.4","4.88","3.07","0.8035714285714286","1372"
"85","R,G,W","4","Rin and Seri, Inseparable","mythic","Creature","12.99","14.07","35.65","4.95","0.02","0.5","1371"
"86","R,W,B","3","Mr. House, President and CEO","mythic","Creature","0.99","0.6","1.06","1.63","2.42","0.8846153846153846","1367"
"87","W,B,G","5","Betor, Ancestor's Voice","mythic","Creature","1.49","2.61","2.13","2.31","undefined","0.37931034482758635","1359"
"88","W,U","4","Shorikai, Genesis Engine","mythic","Artifact","3.99","3","4.27","2.98","6.43","0.5736040609137057","1337"
"89","G,W,U,B","7","Atraxa, Grand Unifier","mythic","Creature","17.99","12.53","16.39","15.35","11.97","1.5545286506469504","1323"
"90","W,U,B","5","Marneus Calgar","mythic","Creature","10.99","11.72","11.4","3.72","1.05","0.8688524590163934","1322"
"91","B,G,U","4","Zaxara, the Exemplary","mythic","Creature","0.99","1.17","1.06","0.55","3.35","0.4117647058823529","1306"
"92","U,R","5","Kraum, Ludevic's Opus // Tymna the Weaver","rare","Creature","7.49","5.39","6.41","2.86","0.47","0.6699999999999996","1293"
"93","R,G,W","4","Atla Palani, Nest Tender","mythic","Creature","0.79","0.95","0.71","0.42","0.23","0.5517241379310345","1288"
"94","G","2","Tifa Lockhart","rare","Creature","3.49","4.03","4.27","3.74","0.15","1.0990099009900995","1282"
"95","U","4","Urza, Lord High Artificer","mythic","Creature","16.99","13.83","17.11","9.47","0.36","2.3114543114543133","1276"
"96","W,U,B,R,G","5","Tom Bombadil","mythic","Creature","4.49","3.44","4.27","3.27","0.02","0.42857142857142855","1270"
"97","G,U,R","5","Xyris, the Writhing Storm","mythic","Creature","0.99","1.19","1.06","0.42","0.8","0.5000000000000001","1260"
"98","R","2","Magda, Brazen Outlaw","rare","Creature","2.29","1.57","1.42","0.78","0.02","0.8233532934131736","1258"
"99","R,G,W","5","Voja, Jaws of the Conclave","mythic","Creature","10.99","8.51","9.26","undefined","undefined","1.6849593495934956","1252"
"100","U,R,W","3","Zinnia, Valley's Voice","mythic","Creature","0.99","0.35","0.71","0.75","undefined","0.7333333333333333","1249"
"101","R,W","2","Arabella, Abandoned Doll","uncommon","Creature","0.59","0.39","0.71","0.31","0.03","0.5454545454545453","1240"
"102","B,G,U","4","Kotis, the Fangkeeper","rare","Creature","0.49","0.37","0.35","0.2","0.02","0.8392857142857141","1237"
"103","W,B,G","4","Felothar the Steadfast","mythic","Creature","0.99","0.9","1.06","0.94","undefined","0.3274336283185841","1227"
"104","W,U,B","6","Urza, Chief Artificer","mythic","Creature","0.99","1.3","1.06","1.29","2.34","0.6896551724137933","1224"
"105","R","4","Tannuk, Steadfast Second","mythic","Creature","4.49","4.69","4.98","3.59","0.06","0.6730769230769231","1215"
"106","W,U,B","4","Sidar Jabari of Zhalfir","mythic","Creature","0.99","0.5","0.71","0.36","2.03","0.6301652892561981","1209"
"107","G,W,U","4","Arcades, the Strategist","mythic","Creature","1.99","2.15","1.78","1.47","0.02","0.8235294117647058","1209"
"108","R,G","3","Tannuk, Memorial Ensign","uncommon","Creature","0.69","0.32","0.71","0.31","0.03","0.3076923076923077","1206"
"109","R,G,W,U","4","Omnath, Locus of Creation","mythic","Creature","2.99","3.31","2.85","2.89","0.71","1.0219298245614037","1206"
"110","G,U,R","3","Eshki, Temur's Roar","mythic","Creature","1.49","1.4","1.42","1.83","undefined","0.4757281553398059","1205"
"111","R,W","3","Lightning, Army of One","mythic","Creature","12.99","13","13.54","12.03","0.13","0.7857142857142857","1180"
"112","R","5","Jaws, Relentless Predator","mythic","Creature","undefined","59.99","undefined","undefined","undefined","0","1177"
"113","W,B","3","Eriette of the Charmed Apple","mythic","Creature","2.79","1.01","2.49","1.75","0.03","0.4897959183673469","1167"
"114","R,W,B","4","Queen Marchesa","rare","Creature","0.99","0.52","1.06","0.41","1.59","0.3655913978494624","1166"
"115","W,U,B","4","Alela, Artful Provocateur","mythic","Creature","0.99","0.49","0.71","0.31","0.02","0.4999999999999998","1165"
"116","R,W,B","4","Celes, Rune Knight","mythic","Creature","0.99","0.49","1.06","0.85","1.2","0.2909090909090909","1162"
"117","G,W,U","5","Galadriel, Light of Valinor","mythic","Creature","22.99","14.31","24.24","13.76","1.12","0.5633802816901409","1155"
"118","G,U","6","Aesi, Tyrant of Gyre Strait","mythic","Creature","11.99","9.78","17.82","11.04","18.61","1.126162018592299","1144"
"119","W,U,B,R,G","2","Ezio Auditore da Firenze","mythic","Creature","6.99","3.81","6.41","6.32","0.02","0.6153846153846155","1140"
"120","U,B,R","6","Be'lakor, the Dark Master","mythic","Creature","2.49","2.92","2.49","4.73","undefined","0.23809523809523808","1140"
"121","G,U","4","Zimone, Mystery Unraveler","mythic","Creature","0.99","0.49","0.71","0.54","undefined","0.36","1135"
"122","W,U,B,R,G","5","Infinite Guideline Station","rare","Artifact","0.49","0.32","0.35","0.12","0.02","0.21428571428571427","1114"
"123","B","5","Gwenom, Remorseless","mythic","Creature","21.99","14.74","17.82","8.65","1.05","0.9673913043478263","1113"
"124","W,U,B,R,G","4","Go-Shintai of Life's Origin","mythic","Creature","4.99","5","4.98","5.43","14.64","0.5549132947976877","1111"
"125","W,U","4","Brago, King Eternal","rare","Creature","3.49","2.49","2.85","1.72","0.02","0.9805555555555551","1100"
"126","U,R,W","5","Éowyn, Shieldmaiden","mythic","Creature","0.99","0.38","1.06","0.24","1.23","0.18518518518518517","1098"
"127","B,R,G","5","Szarel, Genesis Shepherd","mythic","Creature","0.99","0.51","0.71","0.67","8.15","0.3025210084033615","1097"
"128","R,G,W","3","Rocco, Street Chef","rare","Creature","0.49","0.42","0.53","0.24","0.02","0.05","1093"
"129","U","4","Eluge, the Shoreless Sea","mythic","Creature","4.99","2.37","5.7","1.85","0.02","0.7439024390243902","1059"
"130","U,B","5","Umbris, Fear Manifest","mythic","Creature","14.99","9.98","11.4","5.5","0.2","0.14285714285714285","1054"
"131","B,R","4","Deadpool, Trading Card","mythic","Creature","18.99","17.77","18.53","16.37","undefined","1.9012345679012346","1051"
"132","W,U,B","4","Aminatou, Veil Piercer","mythic","Creature","0.99","0.5","1.06","0.56","undefined","0.43478260869565216","1047"
"133","W,U,B,R,G","3","Urtet, Remnant of Memnarch","mythic","Creature","2.99","2.18","2.49","1.97","8.8","0.4666666666666667","1046"
"134","W,U","2","Mendicant Core, Guidelight","rare","Creature","1.49","1.18","1.42","0.41","0.02","0.4578313253012048","1046"
"135","U,R,W","3","Captain America, First Avenger","mythic","Creature","44.99","47.78","46.34","27.22","undefined","0.8962264150943396","1037"
"136","R","3","Kratos, God of War","mythic","Creature","undefined","undefined","undefined","undefined","undefined","0","1024"
"137","U,R,W","4","Satya, Aetherflux Genius","mythic","Creature","0.99","0.26","0.71","0.16","0.02","0.36363636363636365","1021"
"138","U,B,R","5","Inalla, Archmage Ritualist","mythic","Creature","2.49","3.58","2.49","1.39","1.27","0.9333333333333333","1020"
"139","U,B,R","4","Obeka, Splitter of Seconds","rare","Creature","0.49","0.3","0.35","0.27","0.02","0.6129032258064518","1010"
"140","G,U","5","Aloy, Savior of Meridian","mythic","Creature","undefined","undefined","undefined","undefined","undefined","0","1006"
"141","R,G","3","Tovolar, Dire Overlord","rare","Creature","0.99","0.69","1.06","0.5","0.02","0.375","1005"
"142","G,W","2","Sythis, Harvest's Hand","rare","Creature","3.49","3.03","2.85","2.19","0.02","0.9657794676806084","997"
"143","W,U,B,R,G","3","Najeela, the Blade-Blossom","mythic","Creature","9.49","9.83","7.12","3.42","0.39","1.2899786780383804","991"
"144","W,U,B","4","Zur the Enchanter","rare","Creature","1.49","0.54","1.06","0.37","0.02","1.1627486437613022","986"
"145","U,B","5","Lord of the Nazgûl","rare","Creature","2.49","1.29","2.49","1.98","2.42","0.3917525773195876","983"
"146","G","2","Fynn, the Fangbearer","uncommon","Creature","0.35","0.25","0.21","0.11","0.03","1.15","980"
"147","B,G","6","Shelob, Child of Ungoliant","rare","Creature","3.49","4.81","3.2","0.54","0.02","0.4","979"
"148","G,U","3","Omo, Queen of Vesuva","mythic","Creature","0.99","0.3","1.06","0.33","0.03","0.42857142857142855","975"
"149","U,R,W","4","Kykar, Wind's Fury","rare","Creature","0.49","0.45","0.53","0.3","0.02","0.5660377358490566","969"
"150","U,B,R","4","Marchesa, the Black Rose","rare","Creature","1.49","1.35","1.42","0.78","0.02","0.6964285714285714","964"
"151","U,B","2","Golbez, Crystal Collector","rare","Creature","0.49","0.5","0.53","0.37","0.02","0.14130434782608695","962"
"152","R,G,W","4","Toph, the First Metalbender","rare","Creature","0.99","21","undefined","19.7","undefined","0","956"
"153","B,R","4","Prosper, Tome-Bound","mythic","Creature","7.99","6.21","8.55","10.28","7.72","0.8202054794520551","952"
"154","U,B","3","Satoru Umezawa","rare","Creature","0.79","0.5","0.53","0.25","0.02","0.8","938"
"155","U,B","5","The Scarab God","mythic","Creature","8.99","6.77","9.26","5.28","0.02","0.755952380952381","936"
"156","R,W,B","4","Dihada, Binder of Wills","mythic","Planeswalker","16.99","16.95","17.82","11.87","5.41","0.6785714285714285","935"
"157","G,U,R","4","Magus Lucea Kane","mythic","Creature","2.99","1.94","3.2","3.98","undefined","0.5555555555555556","922"
"158","W,U,B","6","Tivit, Seller of Secrets","mythic","Creature","3.49","3.02","3.56","3.06","13.99","1.2500000000000007","920"
"159","U,R","6","Niv-Mizzet, Parun","rare","Creature","5.49","4.03","5.7","1.3","0.02","1.2683246073298424","912"
"160","W,B,G","5","Anikthea, Hand of Erebos","mythic","Creature","4.49","5.28","4.98","3.16","1.69","0.38596491228070173","912"
"161","B,R,G","5","Disa the Restless","mythic","Creature","0.99","0.25","0.71","0.23","0.02","0.5238095238095238","911"
"162","W,U,B","5","Temmet, Naktamun's Will","mythic","Creature","0.99","0.5","1.06","0.39","undefined","0.3018867924528302","907"
"163","U,B","4","Vren, the Relentless","rare","Creature","0.69","0.5","0.71","0.37","0.02","0.5","901"
"164","G,U,R","0","Rograkh, Son of Rohgahh // Thrasios, Triton Hero","uncommon","Creature","2.49","1.36","2.49","1.19","1.44","0.6612021857923498","897"
"165","W,U,B,R,G","7","Morophon, the Boundless","mythic","Creature","5.99","6.11","6.41","3.54","0.02","0.6666666666666662","893"
"166","B,R","4","Ob Nixilis, Captive Kingpin","mythic","Creature","10.99","7.5","9.26","9.31","0.02","0.7636363636363633","893"
"167","W,U,B,R,G","5","Omnath, Locus of All","rare","Creature","0.49","0.43","0.35","0.13","0.02","0.5294117647058825","880"
"168","U,R","3","Stella Lee, Wild Card","mythic","Creature","4.99","6.75","4.27","2.29","undefined","0.9811320754716986","868"
"169","W","2","Light-Paws, Emperor's Voice","rare","Creature","2.49","0.99","2.49","1.18","0.06","1.1727941176470584","867"
"170","W,U,B,R,G","5","Sliver Overlord","rare","Creature","32.99","40","42.78","21.59","0.02","1.270000000000001","863"
"171","U","1","Lady Octopus, Inspired Inventor","rare","Creature","0.59","1.1","1.78","1.29","0.23","0.6296296296296297","863"
"172","W,U,B","3","Sefris of the Hidden Ways","mythic","Creature","0.99","0.61","1.42","0.43","5.92","0.47058823529411764","863"
"173","W,B","5","Liesa, Shroud of Dusk","rare","Creature","0.99","0.74","1.06","0.52","4.2","0.7988165680473372","858"
"174","R,W","4","Winota, Joiner of Forces","mythic","Creature","4.99","4.93","4.98","2.21","0.12","1.848659003831418","855"
"175","B,G","4","Hazel of the Rootbloom","mythic","Creature","0.99","1.52","1.06","5.94","undefined","0.31111111111111117","853"
"176","W,U","4","Niko, Light of Hope","mythic","Creature","0.99","0.49","1.06","0.25","0.02","0.2584269662921349","842"
"177","W,U","4","Hylda of the Icy Crown","mythic","Creature","4.49","1.99","3.56","1.4","0.02","0.5789473684210527","839"
"178","G,W,U,B","2","Thrasios, Triton Hero // Tymna the Weaver","rare","Creature","22.99","20.52","19.96","13.88","1.54","1.343648208469055","836"
"179","W,U,B","4","Varina, Lich Queen","rare","Creature","4.99","3.97","4.27","0.34","0.23","0.4444444444444444","829"
"180","R,G","3","Kibo, Uktabi Prince","mythic","Creature","3.49","4.64","4.27","0.86","undefined","0.43478260869565216","829"
"181","W,U,B,R,G","3","Azlask, the Swelling Scourge","mythic","Creature","0.99","0.4","1.06","0.36","0.03","0.782608695652174","825"
"182","G,W,U","4","Yuna, Grand Summoner","mythic","Creature","0.99","0.83","1.06","1.57","1.61","0.3928571428571429","820"
"183","B,G,U","5","Yarok, the Desecrated","mythic","Creature","4.99","3.27","4.98","1.65","0.02","0.7236842105263158","811"
"184","W,B,G","4","Thalia and The Gitrog Monster","mythic","Creature","4.49","4.71","4.98","2.72","0.03","1.0108892921960093","811"
"185","R,G,W,U","4","Kynaios and Tiro of Meletis","mythic","Creature","9.49","8.28","9.26","5.23","2.19","0.05","810"
"186","B,G","5","Rendmaw, Creaking Nest","mythic","Creature","0.99","0.61","1.06","0.69","undefined","0.3613445378151261","809"
"187","B","5","Marrow-Gnawer","rare","Creature","12.99","9.33","13.54","0.93","0.02","0.584070796460177","808"
"188","U,B,R","4","Wick, the Whorled Mind","rare","Creature","0.49","0.25","0.35","0.19","0.02","0.47058823529411764","804"
"189","W,U,B,R,G","5","Marina Vendrell","rare","Creature","0.49","0.26","0.35","0.14","0.02","0.1263157894736841","801"
"190","W,U,B,R,G","7","Tiamat","mythic","Creature","19.99","19.74","19.96","17.8","0.02","0.9565217391304348","797"
"191","U,B","3","Mirko, Obsessive Theorist","mythic","Creature","0.99","0.36","0.71","0.81","1.8","0.6470588235294118","789"
"192","W,U,B,R,G","10","Reaper King","rare","Creature","11.99","26.53","9.26","2.55","0.02","0.9047619047619048","780"
"193","U,B","4","Jon Irenicus, Shattered One","rare","Creature","0.49","0.25","0.35","0.13","3.63","0.782608695652174","770"
"194","W,U,B","4","Noctis, Prince of Lucis","rare","Creature","0.49","0.41","0.35","0.32","0.02","0.4954954954954955","769"
"195","R,W","3","The Jolly Balloon Man","rare","Creature","0.59","0.61","0.71","0.22","0.02","0.3924731182795699","769"
"196","U,R","4","Captain Howler, Sea Scourge","rare","Creature","0.79","0.35","0.53","0.22","0.02","0.28695652173913044","768"
"197","U,B,R","5","Edward Kenway","mythic","Creature","8.49","5.99","9.26","8.16","0.02","0.4","765"
"198","R,G","3","Wolverine, Best There Is","mythic","Creature","37.99","41","39.21","21.73","undefined","1.0918367346938769","761"
"199","R","4","Ojer Axonil, Deepest Might","mythic","Creature","21.99","19.1","19.25","12.26","0.61","0.7322834645669294","757"
"200","G,U,R","4","Storm, Force of Nature","mythic","Creature","27.99","35.09","32.08","34.11","undefined","1.913978494623656","756"
"201","R","4","Zada, Hedron Grinder","uncommon","Creature","0.35","0.2","0.35","0.08","0.02","0.7666666666666667","754"
"202","G","4","Kona, Rescue Beastie","rare","Creature","2.79","1.43","2.49","0.72","0.02","0.7095238095238093","752"
"203","U,R,W","4","Shiko and Narset, Unified","mythic","Creature","0.99","0.54","1.06","0.82","undefined","0.29245283018867924","752"
"204","W,U,B","3","Raffine, Scheming Seer","mythic","Creature","3.99","2.49","3.2","2.81","0.14","0.3559322033898305","752"
"205","R,W","3","Feather, the Redeemed","rare","Creature","0.79","0.75","0.71","0.53","0.02","0.896551724137931","751"
"206","W,B","3","Clavileño, First of the Blessed","mythic","Creature","0.99","0.41","0.71","0.69","0.17","0.3559322033898305","751"
"207","B,R,G","3","Indoraptor, the Perfect Hybrid","rare","Creature","16.99","13.29","18.53","11.95","4.27","0.7222222222222222","751"
"208","B","2","Tinybones, Bauble Burglar","rare","Creature","2.49","1.5","2.49","0.61","0.02","0.8544303797468354","749"
"209","B","5","Tergrid, God of Fright","rare","Creature","23.99","18.89","24.95","7.99","0.02","2.8022959183673457","745"
"210","U,R,W","4","Zedruu the Greathearted","mythic","Creature","2.79","2.15","2.49","0.98","0.98","0.9375","742"
"211","G,W,U","3","Derevi, Empyrial Tactician","mythic","Creature","6.49","7.51","5.7","2.42","5.73","1.4210526315789471","736"
"212","U,B,R","4","Saruman, the White Hand","mythic","Creature","0.99","0.5","1.06","0.56","1.69","0.3008130081300814","735"
"213","U,R,W","4","Narset, Enlightened Exile","mythic","Creature","11.99","8.39","9.26","7.25","0.02","0.78125","727"
"214","U,B,R","0","Rograkh, Son of Rohgahh // Silas Renn, Seeker Adept","uncommon","Creature","2.49","1.36","2.49","1.19","1.44","0.6612021857923498","723"
"215","B,G,U","5","Gonti, Canny Acquisitor","mythic","Creature","0.99","0.75","1.06","0.53","5.2","0.5882352941176471","721"
"216","B,R,G","6","Ziatora, the Incinerator","mythic","Creature","0.99","0.4","1.06","0.36","0.02","0.3548387096774194","714"
"217","B,R,G","5","Lord Windgrace","mythic","Planeswalker","21.99","18.19","20.67","17.34","3.5","0.7058823529411765","713"
